rank,objective_value,ring_a,ring_b,ring_c,fixed_count
884,106752.2852856071,base_cap_tilt_all_0,forearm_cap_2_tilt_all_15,upperarm_cap_2_tilt_all_-15,24
885,106747.0224355811,base_cap_tilt_all_-60,forearm_cap_2_tilt_all_10,upperarm_cap_1_tilt_all_-10,24
886,106737.9393367156,forearm_cap_1_tilt_all_15,forearm_ring,upperarm_cap_2_tilt_all_-15,24
887,106737.9393367156,forearm_cap_1_tilt_all_15,forearm_ring_x_-0.10,upperarm_cap_2_tilt_all_-15,24
888,106737.7507617621,forearm_cap_1_tilt_all_15,upperarm_ring_tilt_all_60,upperarm_ring_x_-0.36,24
889,106726.1348000641,upperarm_cap_2_tilt_all_0,upperarm_ring_tilt_all_0,upperarm_ring_tilt_all_45,24
890,106726.1348000641,upperarm_cap_2_tilt_all_0,upperarm_ring_tilt_all_45,upperarm_ring_x_-0.11,24
891,106722.5401978441,forearm_cap_1_tilt_all_10,upperarm_cap_2_tilt_all_-10,wrist_cap_1_tilt_all_0,24
892,106720.3773136213,forearm_cap_2_tilt_all_10,forearm_cap_2_tilt_all_60,upperarm_cap_2_tilt_all_-15,24
893,106716.6245972202,forearm_cap_2_tilt_all_15,upperarm_cap_2_tilt_all_-15,upperarm_ring_tilt_all_30,24
894,106710.4208042239,base_cap_tilt_all_-15,forearm_cap_2_tilt_all_0,upperarm_cap_2_tilt_all_-15,24
895,106709.0807398677,forearm_cap_2_tilt_all_15,upperarm_cap_2_tilt_all_-10,wrist_cap_1_tilt_all_-10,24
896,106708.7856689692,forearm_cap_1_tilt_all_30,upperarm_cap_1_tilt_all_0,wrist_cap_1_tilt_all_0,24
897,106703.9317637609,upperarm_cap_2_tilt_all_0,upperarm_ring_tilt_all_45,upperarm_ring_x_-0.16,24
898,106703.0264943184,forearm_cap_2_tilt_all_30,upperarm_cap_2_tilt_all_-15,upperarm_ring_tilt_all_45,24
899,106702.5059576887,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_-10,upperarm_ring_x_-0.46,24
900,106701.8144865404,forearm_cap_1_tilt_all_0,upperarm_cap_1_tilt_all_-15,wrist_cap_2_tilt_all_15,24
901,106701.0547218732,forearm_cap_1_tilt_all_30,upperarm_cap_1_tilt_all_-10,upperarm_cap_2_tilt_all_-10,24
902,106697.4987426895,forearm_cap_1_tilt_all_0,upperarm_cap_1_tilt_all_-15,wrist_cap_2_tilt_all_30,24
903,106692.2675252198,base_cap_tilt_all_-60,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_-10,24
904,106689.0960542447,forearm_cap_1_tilt_all_10,forearm_ring_x_-0.45,upperarm_cap_1_tilt_all_0,24
905,106688.1669816754,forearm_cap_1_tilt_all_10,forearm_ring_x_-0.30,upperarm_cap_2_tilt_all_-10,24
906,106685.6015449229,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-15,upperarm_cap_2_tilt_all_0,24
907,106684.6877226165,upperarm_cap_2_tilt_all_0,upperarm_ring_tilt_all_0,upperarm_ring_tilt_all_60,24
908,106684.6877226165,upperarm_cap_2_tilt_all_0,upperarm_ring_tilt_all_60,upperarm_ring_x_-0.11,24
909,106684.1083854431,base_cap_tilt_all_-30,forearm_cap_2_tilt_all_0,upperarm_ring_tilt_all_60,24
910,106683.6573866741,forearm_cap_1_tilt_all_15,forearm_cap_1_tilt_all_30,upperarm_cap_1_tilt_all_-15,24
911,106680.5025994153,forearm_cap_1_tilt_all_30,forearm_cap_2_tilt_all_15,upperarm_cap_2_tilt_all_-10,24
912,106675.0577628052,forearm_cap_2_tilt_all_15,upperarm_ring_tilt_all_60,upperarm_ring_x_-0.21,24
913,106670.3285996744,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_0,upperarm_ring_x_-0.16,24
914,106670.2715073128,base_cap_tilt_all_-30,forearm_cap_1_tilt_all_0,upperarm_ring_tilt_all_45,24
915,106655.9814341523,forearm_cap_1_tilt_all_30,upperarm_cap_2_tilt_all_0,wrist_cap_1_tilt_all_0,24
916,106652.6481023426,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-30,upperarm_ring_tilt_all_60,24
917,106649.7898745457,base_cap_tilt_all_-30,upperarm_cap_2_tilt_all_0,wrist_cap_2_tilt_all_15,24
918,106648.4686953640,forearm_cap_2_tilt_all_30,upperarm_cap_1_tilt_all_0,wrist_cap_2_tilt_all_15,24
919,106648.3496101872,flange_ring_tilt_all_-30,forearm_cap_1_tilt_all_0,upperarm_ring_tilt_all_45,24
920,106648.3199719811,upperarm_cap_2_tilt_all_0,upperarm_ring_tilt_all_45,wrist_cap_1_tilt_all_-10,24
921,106640.0397930718,forearm_cap_2_tilt_all_15,upperarm_ring_tilt_all_60,upperarm_ring_x_-0.16,24
922,106638.2244881464,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-15,upperarm_ring_x_-0.21,24
923,106635.4880401999,forearm_cap_1_tilt_all_10,forearm_ring_x_-0.45,upperarm_cap_1_tilt_all_-15,24
924,106634.5399298696,forearm_cap_1_tilt_all_15,forearm_ring_x_-0.50,upperarm_cap_1_tilt_all_-10,24
925,106633.1389014306,base_cap_tilt_all_-10,forearm_cap_2_tilt_all_15,upperarm_cap_2_tilt_all_0,24
926,106631.5377787837,forearm_cap_2_tilt_all_15,upperarm_cap_2_tilt_all_-10,wrist_cap_1_tilt_all_-15,24
927,106629.2385712554,flange_ring_tilt_all_0,forearm_cap_2_tilt_all_30,upperarm_cap_2_tilt_all_0,24
928,106627.5007644986,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_-10,upperarm_cap_2_tilt_all_-15,24
929,106626.3199514875,forearm_cap_1_tilt_all_30,upperarm_cap_1_tilt_all_0,wrist_cap_1_tilt_all_-10,24
930,106626.0097006662,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_0,wrist_cap_2_tilt_all_15,24
931,106622.5965077350,forearm_cap_1_tilt_all_0,upperarm_cap_1_tilt_all_-10,wrist_cap_2_tilt_all_10,24
932,106610.4322014137,base_cap_tilt_all_-45,forearm_cap_2_tilt_all_0,upperarm_cap_1_tilt_all_0,24
933,106605.0385157163,base_cap_tilt_all_-45,forearm_cap_1_tilt_all_0,upperarm_cap_1_tilt_all_-30,24
934,106602.2514672834,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_0,wrist_cap_1_tilt_all_0,24
935,106602.0929225375,flange_ring_tilt_all_0,forearm_cap_1_tilt_all_30,upperarm_cap_2_tilt_all_0,24
936,106602.0050900208,flange_ring_tilt_all_-15,forearm_cap_1_tilt_all_30,upperarm_cap_1_tilt_all_0,24
937,106601.7550519348,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-15,upperarm_ring_x_-0.16,24
938,106601.1803321991,base_cap_tilt_all_-10,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_0,24
939,106600.5381036211,forearm_cap_1_tilt_all_15,forearm_ring_x_-0.35,upperarm_cap_1_tilt_all_-15,24
940,106599.6096643624,forearm_cap_2_tilt_all_15,upperarm_cap_2_tilt_all_-10,wrist_cap_2_tilt_all_0,24
941,106598.5885938905,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_-45,upperarm_cap_2_tilt_all_0,24
942,106596.0985548556,base_cap_tilt_all_-60,forearm_cap_2_tilt_all_0,upperarm_cap_2_tilt_all_-10,24
943,106595.6464502065,forearm_cap_1_tilt_all_10,upperarm_cap_2_tilt_all_0,wrist_cap_1_tilt_all_-15,24
944,106594.6124188983,flange_ring_tilt_all_-10,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_-15,24
945,106587.1204402917,base_cap_tilt_all_-10,forearm_cap_2_tilt_all_0,upperarm_cap_1_tilt_all_-10,24
946,106586.3517170025,forearm_cap_2_tilt_all_0,upperarm_ring_tilt_all_60,upperarm_ring_x_-0.36,24
947,106581.6442568535,forearm_cap_1_tilt_all_10,upperarm_cap_2_tilt_all_-10,upperarm_ring_x_-0.51,24
948,106580.9103362424,upperarm_cap_2_tilt_all_0,upperarm_ring_tilt_all_60,wrist_cap_2_tilt_all_30,24
949,106577.4219248427,flange_ring_tilt_all_-10,forearm_cap_2_tilt_all_10,upperarm_cap_1_tilt_all_0,24
950,106564.7585438138,forearm_cap_2_tilt_all_30,upperarm_cap_2_tilt_all_0,wrist_cap_1_tilt_all_-15,24
951,106561.5756019963,forearm_cap_1_tilt_all_45,forearm_cap_2_tilt_all_0,upperarm_cap_2_tilt_all_-10,24
952,106556.6860373911,forearm_cap_1_tilt_all_10,forearm_cap_1_tilt_all_30,upperarm_cap_2_tilt_all_-10,24
953,106556.1918603716,base_cap_tilt_all_-15,forearm_cap_2_tilt_all_10,upperarm_cap_2_tilt_all_0,24
954,106552.4941487906,flange_ring_tilt_all_0,forearm_cap_2_tilt_all_10,upperarm_cap_1_tilt_all_-10,24
955,106550.5726506726,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_-30,upperarm_cap_2_tilt_all_0,24
956,106545.8505459844,forearm_cap_1_tilt_all_15,forearm_ring_x_-0.20,upperarm_cap_2_tilt_all_0,24
957,106544.4807271603,forearm_cap_1_tilt_all_10,forearm_cap_1_tilt_all_30,upperarm_cap_2_tilt_all_-15,24
958,106537.7549617617,forearm_cap_1_tilt_all_30,upperarm_cap_1_tilt_all_0,wrist_cap_1_tilt_all_-15,24
959,106537.5433493262,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-30,upperarm_cap_1_tilt_all_0,24
960,106530.9745103981,upperarm_cap_2_tilt_all_0,upperarm_ring_tilt_all_45,wrist_cap_1_tilt_all_0,24
961,106525.8823379471,forearm_cap_1_tilt_all_30,upperarm_cap_1_tilt_all_0,upperarm_ring_tilt_all_45,24
962,106523.2145633593,base_cap_tilt_all_0,forearm_cap_2_tilt_all_10,upperarm_cap_1_tilt_all_-15,24
963,106519.2649759207,forearm_cap_1_tilt_all_10,upperarm_cap_2_tilt_all_-15,wrist_cap_1_tilt_all_0,24
964,106517.8621251534,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_-10,wrist_cap_2_tilt_all_30,24
965,106516.4541701432,upperarm_cap_2_tilt_all_0,upperarm_ring_tilt_all_45,wrist_cap_1_tilt_all_-15,24
966,106514.3921233596,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_0,wrist_cap_1_tilt_all_-10,24
967,106509.0762043157,flange_ring_tilt_all_-10,forearm_cap_2_tilt_all_10,upperarm_cap_1_tilt_all_-10,24
968,106505.7038265514,base_cap_tilt_all_0,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_0,24
969,106502.3571053905,flange_ring_tilt_all_0,forearm_cap_2_tilt_all_10,upperarm_cap_1_tilt_all_0,24
970,106495.7118021551,forearm_cap_2_tilt_all_10,forearm_cap_2_tilt_all_30,upperarm_cap_1_tilt_all_0,24
971,106495.6744317727,base_cap_tilt_all_-30,upperarm_cap_2_tilt_all_0,wrist_cap_2_tilt_all_10,24
972,106486.0343889182,flange_ring_tilt_all_-10,forearm_cap_2_tilt_all_15,upperarm_cap_2_tilt_all_-10,24
973,106479.3380621924,upperarm_cap_2_tilt_all_0,upperarm_ring_tilt_all_45,wrist_cap_1_tilt_all_-30,24
974,106477.0037291247,forearm_cap_2_tilt_all_15,forearm_cap_2_tilt_all_45,upperarm_cap_2_tilt_all_-10,24
975,106473.9713421190,forearm_cap_1_tilt_all_15,forearm_ring_x_-0.15,upperarm_cap_2_tilt_all_0,24
976,106470.6935280179,forearm_cap_2_tilt_all_30,upperarm_cap_2_tilt_all_0,wrist_cap_1_tilt_all_-10,24
977,106470.5705813754,forearm_cap_2_tilt_all_10,upperarm_ring_tilt_all_0,upperarm_ring_tilt_all_60,24
978,106470.5705813754,forearm_cap_2_tilt_all_10,upperarm_ring_tilt_all_60,upperarm_ring_x_-0.11,24
979,106467.4665770219,forearm_cap_2_tilt_all_15,upperarm_cap_2_tilt_all_-10,wrist_cap_2_tilt_all_10,24
980,106462.8813270645,forearm_cap_1_tilt_all_10,upperarm_cap_2_tilt_all_-10,upperarm_ring_x_-0.46,24
981,106461.1800341258,forearm_cap_2_tilt_all_0,upperarm_cap_1_tilt_all_-15,upperarm_ring_tilt_all_60,24
982,106458.3857930748,forearm_cap_1_tilt_all_45,forearm_cap_2_tilt_all_10,upperarm_cap_2_tilt_all_-10,24
983,106456.3582889704,forearm_cap_1_tilt_all_0,upperarm_ring_tilt_all_60,upperarm_ring_x_-0.51,24
984,106456.0109739263,forearm_cap_2_tilt_all_0,upperarm_cap_1_tilt_all_-15,upperarm_ring_tilt_all_30,24
985,106448.5295168384,forearm_cap_1_tilt_all_10,upperarm_cap_2_tilt_all_0,wrist_cap_1_tilt_all_-45,24
986,106445.7134993390,forearm_cap_2_tilt_all_0,upperarm_cap_1_tilt_all_-10,upperarm_ring_tilt_all_60,24
987,106445.7087748582,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_0,wrist_cap_1_tilt_all_0,24
988,106445.1127323334,forearm_cap_2_tilt_all_15,upperarm_cap_2_tilt_all_-10,wrist_cap_1_tilt_all_0,24
989,106442.0564060796,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-15,wrist_cap_2_tilt_all_60,24
990,106441.9225117769,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_0,wrist_cap_2_tilt_all_60,24
991,106441.5604729056,forearm_cap_1_tilt_all_0,upperarm_cap_1_tilt_all_-10,wrist_cap_1_tilt_all_-30,24
992,106436.6659292840,forearm_cap_1_tilt_all_10,forearm_ring_x_-0.30,upperarm_cap_2_tilt_all_-15,24
993,106433.2759249738,forearm_cap_1_tilt_all_0,forearm_cap_1_tilt_all_60,upperarm_cap_1_tilt_all_0,24
994,106431.4873948429,forearm_cap_1_tilt_all_0,upperarm_cap_1_tilt_all_-15,wrist_cap_2_tilt_all_10,24
995,106431.3479077995,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_0,upperarm_ring_tilt_all_0,24
996,106431.3479077995,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_0,upperarm_ring_x_-0.11,24
997,106429.7372094593,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_-10,wrist_cap_1_tilt_all_-10,24
998,106429.4322175003,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-15,upperarm_cap_2_tilt_all_-10,24
999,106429.0010619666,base_cap_tilt_all_-10,forearm_cap_2_tilt_all_0,upperarm_cap_1_tilt_all_-15,24
1000,106425.5229355605,forearm_cap_1_tilt_all_30,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_-15,24
